,min_sample,epsilon,n_cluster,silhouette_score,calinski_harabasz_score
416,106,1.8,2,0.5050898043793659,36.01024056002648
417,106,1.9,2,0.5050898043793659,36.01024056002648
418,111,0.1,18,0.028752277074977104,173.71061060291598
419,111,0.2,18,0.028752277074977104,173.71061060291598
420,111,0.3,18,0.028752277074977104,173.71061060291598
421,111,0.4,18,0.028752277074977104,173.71061060291598
422,111,0.5,18,0.028752277074977104,173.71061060291598
423,111,0.6,18,0.028752277074977104,173.71061060291598
424,111,0.7,18,0.028752277074977104,173.71061060291598
425,111,0.8,18,0.028752277074977104,173.71061060291598
426,111,0.9,18,0.028752277074977104,173.71061060291598
427,111,1.0,6,0.16429179489887596,1035.6554674636184
428,111,1.1,6,0.16429179489887596,1035.6554674636184
429,111,1.2,6,0.16429179489887596,1035.6554674636184
430,111,1.3,6,0.16429179489887596,1035.6554674636184
431,111,1.4,6,0.16429179489887596,1035.6554674636184
432,111,1.5,2,0.32983574193077814,129.34785872919525
433,111,1.6,2,0.32983574193077814,129.34785872919525
434,111,1.7,2,0.32983574193077814,129.34785872919525
435,111,1.8,2,0.5050898043793659,36.01024056002648
436,111,1.9,2,0.5050898043793659,36.01024056002648
437,116,0.1,18,0.028752277074977104,173.71061060291598
438,116,0.2,18,0.028752277074977104,173.71061060291598
439,116,0.3,18,0.028752277074977104,173.71061060291598
440,116,0.4,18,0.028752277074977104,173.71061060291598
441,116,0.5,18,0.028752277074977104,173.71061060291598
442,116,0.6,18,0.028752277074977104,173.71061060291598
443,116,0.7,18,0.028752277074977104,173.71061060291598
444,116,0.8,18,0.028752277074977104,173.71061060291598
445,116,0.9,18,0.028752277074977104,173.71061060291598
446,116,1.0,6,0.16398905384310852,1034.996966431598
447,116,1.1,6,0.16398905384310852,1034.996966431598
448,116,1.2,6,0.16398905384310852,1034.996966431598
449,116,1.3,6,0.16398905384310852,1034.996966431598
450,116,1.4,6,0.16398905384310852,1034.996966431598
451,116,1.5,2,0.32983574193077814,129.34785872919525
452,116,1.6,2,0.32983574193077814,129.34785872919525
453,116,1.7,2,0.32983574193077814,129.34785872919525
454,116,1.8,2,0.46793137186358874,49.48239226267145
455,116,1.9,2,0.46793137186358874,49.48239226267145
456,121,0.1,17,0.03311305575332338,173.20538399898646
457,121,0.2,17,0.03311305575332338,173.20538399898646
458,121,0.3,17,0.03311305575332338,173.20538399898646
459,121,0.4,17,0.03311305575332338,173.20538399898646
460,121,0.5,17,0.03311305575332338,173.20538399898646
461,121,0.6,17,0.03311305575332338,173.20538399898646
462,121,0.7,17,0.03311305575332338,173.20538399898646
463,121,0.8,17,0.03311305575332338,173.20538399898646
464,121,0.9,17,0.03311305575332338,173.20538399898646
465,121,1.0,6,0.16088055838907223,1026.0477895293252
466,121,1.1,6,0.16088055838907223,1026.0477895293252
467,121,1.2,6,0.16088055838907223,1026.0477895293252
468,121,1.3,6,0.16088055838907223,1026.0477895293252
469,121,1.4,6,0.16088055838907223,1026.0477895293252
470,121,1.5,2,0.3310731508543522,132.61337023748905
471,121,1.6,2,0.3310731508543522,132.61337023748905
472,121,1.7,2,0.3310731508543522,132.61337023748905
473,121,1.8,2,0.4547014186788902,49.87623575468306
474,121,1.9,2,0.4547014186788902,49.87623575468306
475,126,0.1,17,0.03311305575332338,173.20538399898646
476,126,0.2,17,0.03311305575332338,173.20538399898646
477,126,0.3,17,0.03311305575332338,173.20538399898646
478,126,0.4,17,0.03311305575332338,173.20538399898646
479,126,0.5,17,0.03311305575332338,173.20538399898646
480,126,0.6,17,0.03311305575332338,173.20538399898646
481,126,0.7,17,0.03311305575332338,173.20538399898646
482,126,0.8,17,0.03311305575332338,173.20538399898646
483,126,0.9,17,0.03311305575332338,173.20538399898646
484,126,1.0,6,0.15685236683590198,1015.0682917320833
485,126,1.1,6,0.15685236683590198,1015.0682917320833
486,126,1.2,6,0.15685236683590198,1015.0682917320833
487,126,1.3,6,0.15685236683590198,1015.0682917320833
488,126,1.4,6,0.15685236683590198,1015.0682917320833
489,126,1.5,2,0.3310731508543522,132.61337023748905
490,126,1.6,2,0.3310731508543522,132.61337023748905
491,126,1.7,2,0.3310731508543522,132.61337023748905
492,126,1.8,2,0.4547014186788902,49.87623575468306
493,126,1.9,2,0.4547014186788902,49.87623575468306
494,131,0.1,15,0.0004093355355459031,168.80060665257383
495,131,0.2,15,0.0004093355355459031,168.80060665257383
496,131,0.3,15,0.0004093355355459031,168.80060665257383
497,131,0.4,15,0.0004093355355459031,168.80060665257383
498,131,0.5,15,0.0004093355355459031,168.80060665257383
499,131,0.6,15,0.0004093355355459031,168.80060665257383
500,131,0.7,15,0.0004093355355459031,168.80060665257383
501,131,0.8,15,0.0004093355355459031,168.80060665257383
502,131,0.9,15,0.0004093355355459031,168.80060665257383
503,131,1.0,6,0.15553144684205564,1010.9885689233355
504,131,1.1,6,0.15553144684205564,1010.9885689233355
505,131,1.2,6,0.15553144684205564,1010.9885689233355
506,131,1.3,6,0.15553144684205564,1010.9885689233355
507,131,1.4,6,0.15553144684205564,1010.9885689233355
508,131,1.5,2,0.3310731508543522,132.61337023748905
