,min_sample1,epsilon1,silhouette_score1,calinski_harabasz_score1
85,1,8.6,0.8587471309140445,141.17415024701305
86,1,8.7,0.8587471309140445,141.17415024701305
87,1,8.8,0.8587471309140445,141.17415024701305
88,1,8.9,0.8587471309140445,141.17415024701305
89,1,9.0,0.8587471309140445,141.17415024701305
90,1,9.1,0.8587471309140445,141.17415024701305
91,1,9.2,0.8587471309140445,141.17415024701305
92,1,9.3,0.8587471309140445,141.17415024701305
93,1,9.4,0.8587471309140445,141.17415024701305
94,1,9.5,0.8587471309140445,141.17415024701305
95,1,9.6,0.8587471309140445,141.17415024701305
96,1,9.700000000000001,0.8587471309140445,141.17415024701305
97,1,9.8,0.8587471309140445,141.17415024701305
98,1,9.9,0.8587471309140445,141.17415024701305
99,1,10.0,0.8587471309140445,141.17415024701305
100,51,0.1,0.20240572794352868,62.94394934668689
101,51,0.2,0.20240572794352868,62.94394934668689
102,51,0.30000000000000004,0.20240572794352868,62.94394934668689
103,51,0.4,0.20240572794352868,62.94394934668689
104,51,0.5,0.20240572794352868,62.94394934668689
105,51,0.6,0.20240572794352868,62.94394934668689
106,51,0.7000000000000001,0.20240572794352868,62.94394934668689
107,51,0.8,0.20240572794352868,62.94394934668689
108,51,0.9,0.20240572794352868,62.94394934668689
109,51,1.0,0.06867194476191489,345.43629730576856
110,51,1.1,0.06867194476191489,345.43629730576856
111,51,1.2000000000000002,0.06867194476191489,345.43629730576856
112,51,1.3000000000000003,0.06867194476191489,345.43629730576856
113,51,1.4000000000000001,0.06867194476191489,345.43629730576856
114,51,1.5000000000000002,0.24338582016191967,1132.012353634981
115,51,1.6,0.24338582016191967,1132.012353634981
116,51,1.7000000000000002,0.24338582016191967,1132.012353634981
117,51,1.8000000000000003,0.24362782323500592,1192.028914423557
118,51,1.9000000000000001,0.24362782323500592,1192.028914423557
119,51,2.0,0.7542664053875439,1038.8891556740218
120,51,2.1,0.7542664053875439,1038.8891556740218
121,51,2.2,0.7542664053875439,1038.8891556740218
122,51,2.3000000000000003,0.7937032236838147,901.2980788442127
123,51,2.4000000000000004,0.7937032236838147,901.2980788442127
124,51,2.5000000000000004,0.7978464734827068,917.2705919559033
125,51,2.6,0.7978464734827068,917.2705919559033
126,51,2.7,0.8084012529914105,975.8556574187623
127,51,2.8000000000000003,0.8084012529914105,975.8556574187623
128,51,2.9000000000000004,0.8127334742712453,1008.9305705241308
129,51,3.0000000000000004,0.8189758176161401,997.1708239003115
130,51,3.1,0.8189758176161401,997.1708239003115
131,51,3.2,0.8313267430412961,1019.2077353521856
132,51,3.3000000000000003,0.8313267430412961,1019.2077353521856
133,51,3.4000000000000004,0.8313267430412961,1019.2077353521856
134,51,3.5000000000000004,0.8356552689465663,1074.8270671097973
135,51,3.6,0.8356552689465663,1074.8270671097973
136,51,3.7,0.8356552689465663,1074.8270671097973
137,51,3.8000000000000003,0.8356552689465663,1074.8270671097973
138,51,3.9000000000000004,0.8356552689465663,1074.8270671097973
139,51,4.0,0.8375545306559464,1110.0299219217225
140,51,4.1,0.8375545306559464,1110.0299219217225
141,51,4.2,0.8375545306559464,1110.0299219217225
142,51,4.3,0.8413971980285744,1196.2157947380695
143,51,4.3999999999999995,0.8413971980285744,1196.2157947380695
144,51,4.5,0.8413971980285744,1196.2157947380695
145,51,4.6,0.8413971980285744,1196.2157947380695
146,51,4.7,0.8413971980285744,1196.2157947380695
147,51,4.8,0.8413971980285744,1196.2157947380695
148,51,4.9,0.8413971980285744,1196.2157947380695
149,51,5.0,0.8418751295938496,1236.4859074927144
150,51,5.1,0.842143705305581,1264.18185986955
151,51,5.2,0.8430087265549676,1305.9338305701867
152,51,5.3,0.8430087265549676,1305.9338305701867
153,51,5.4,0.8430087265549676,1305.9338305701867
154,51,5.5,0.8430087265549676,1305.9338305701867
155,51,5.6,0.8430087265549676,1305.9338305701867
156,51,5.7,0.8430087265549676,1305.9338305701867
157,51,5.8,0.8430087265549676,1305.9338305701867
158,51,5.9,0.8430087265549676,1305.9338305701867
159,51,6.0,0.8430087265549676,1305.9338305701867
160,51,6.1,0.8436235361295973,1353.72366826665
161,51,6.2,0.8536471721021552,1044.7682079772687
162,51,6.3,0.8536471721021552,1044.7682079772687
163,51,6.4,0.8591479455990535,937.6559016645209
164,51,6.5,0.8736893820556477,943.4432338321068
165,51,6.6,0.8736893820556477,943.4432338321068
166,51,6.7,0.8774716234274308,911.5519476316831
167,51,6.8,0.8774716234274308,911.5519476316831
168,51,6.9,0.8774716234274308,911.5519476316831
169,51,7.0,0.8774716234274308,911.5519476316831
170,51,7.1,0.8774716234274308,911.5519476316831
171,51,7.2,0.8774716234274308,911.5519476316831
172,51,7.3,0.8774716234274308,911.5519476316831
173,51,7.4,0.8774716234274308,911.5519476316831
174,51,7.5,0.8774716234274308,911.5519476316831
175,51,7.6,0.8774716234274308,911.5519476316831
176,51,7.7,0.8774716234274308,911.5519476316831
177,51,7.8,0.8774716234274308,911.5519476316831
178,51,7.9,0.8774716234274308,911.5519476316831
179,51,8.0,0.8774716234274308,911.5519476316831
180,51,8.1,0.8774716234274308,911.5519476316831
181,51,8.2,0.8774716234274308,911.5519476316831
182,51,8.3,0.8844956457866374,822.6358522852953
183,51,8.4,0.8887906120282222,780.4573400956357
184,51,8.5,0.8887906120282222,780.4573400956357
185,51,8.6,0.8887906120282222,780.4573400956357
186,51,8.7,0.8887906120282222,780.4573400956357
187,51,8.8,0.8887906120282222,780.4573400956357
188,51,8.9,0.8887906120282222,780.4573400956357
189,51,9.0,0.8887906120282222,780.4573400956357
190,51,9.1,0.8887906120282222,780.4573400956357
191,51,9.2,0.8887906120282222,780.4573400956357
192,51,9.3,0.8932189503089136,731.5278927223648
193,51,9.4,0.8932189503089136,731.5278927223648
194,51,9.5,0.8932189503089136,731.5278927223648
195,51,9.6,0.8932189503089136,731.5278927223648
196,51,9.700000000000001,0.8932189503089136,731.5278927223648
197,51,9.8,0.8932189503089136,731.5278927223648
198,51,9.9,0.8932189503089136,731.5278927223648
199,51,10.0,0.8932189503089136,731.5278927223648
