,min_sample1,epsilon1,silhouette_score1,calinski_harabasz_score1
0,1,0.1,0.9426583022936679,1.0
1,1,0.2,0.9426583022936679,1.0
2,1,0.30000000000000004,0.9426583022936679,1.0
3,1,0.4,0.9426583022936679,1.0
4,1,0.5,0.9426583022936679,1.0
5,1,0.6,0.9426583022936679,1.0
6,1,0.7000000000000001,0.9426583022936679,1.0
7,1,0.8,0.9426583022936679,1.0
8,1,0.9,0.9426583022936679,1.0
9,1,1.0,-0.02318837467258013,86.46861291905152
10,1,1.1,-0.02318837467258013,86.46861291905152
11,1,1.2000000000000002,-0.02318837467258013,86.46861291905152
12,1,1.3000000000000003,-0.02318837467258013,86.46861291905152
13,1,1.4000000000000001,-0.02318837467258013,86.46861291905152
14,1,1.5000000000000002,0.1856388355978132,157.42211359973643
15,1,1.6,0.1856388355978132,157.42211359973643
16,1,1.7000000000000002,0.1856388355978132,157.42211359973643
17,1,1.8000000000000003,0.2103854998621726,159.94159464238717
18,1,1.9000000000000001,0.2103854998621726,159.94159464238717
19,1,2.0,0.4585954830731853,148.20806923914657
20,1,2.1,0.4585954830731853,148.20806923914657
21,1,2.2,0.4585954830731853,148.20806923914657
22,1,2.3000000000000003,0.5464916585612011,186.25534877302067
23,1,2.4000000000000004,0.5464916585612011,186.25534877302067
24,1,2.5000000000000004,0.6224236615370348,298.4483968594244
25,1,2.6,0.6224236615370348,298.4483968594244
26,1,2.7,0.6231426497952424,327.1555547666059
27,1,2.8000000000000003,0.6231426497952424,327.1555547666059
28,1,2.9000000000000004,0.6231426497952424,327.1555547666059
29,1,3.0000000000000004,0.6229808890583403,346.6116692711693
30,1,3.1,0.6229808890583403,346.6116692711693
31,1,3.2,0.8061470553313527,413.33589458945977
32,1,3.3000000000000003,0.8061470553313527,413.33589458945977
33,1,3.4000000000000004,0.8061470553313527,413.33589458945977
34,1,3.5000000000000004,0.8061470553313527,413.33589458945977
35,1,3.6,0.8061470553313527,413.33589458945977
36,1,3.7,0.8061470553313527,413.33589458945977
37,1,3.8000000000000003,0.8061470553313527,413.33589458945977
38,1,3.9000000000000004,0.8061470553313527,413.33589458945977
39,1,4.0,0.8064802457619323,514.1664652124218
40,1,4.1,0.8064802457619323,514.1664652124218
41,1,4.2,0.8064802457619323,514.1664652124218
42,1,4.3,0.8064802457619323,514.1664652124218
43,1,4.3999999999999995,0.8064802457619323,514.1664652124218
44,1,4.5,0.8064802457619323,514.1664652124218
45,1,4.6,0.8064802457619323,514.1664652124218
46,1,4.7,0.8064802457619323,514.1664652124218
47,1,4.8,0.8064802457619323,514.1664652124218
48,1,4.9,0.8064802457619323,514.1664652124218
49,1,5.0,0.8066273097768931,684.4499689291094
50,1,5.1,0.8066273097768931,684.4499689291094
51,1,5.2,0.8066273097768931,684.4499689291094
52,1,5.3,0.8066273097768931,684.4499689291094
53,1,5.4,0.8066273097768931,684.4499689291094
54,1,5.5,0.8066273097768931,684.4499689291094
55,1,5.6,0.8066273097768931,684.4499689291094
56,1,5.7,0.8066273097768931,684.4499689291094
57,1,5.8,0.8066273097768931,684.4499689291094
58,1,5.9,0.8066273097768931,684.4499689291094
59,1,6.0,0.8066273097768931,684.4499689291094
60,1,6.1,0.8066273097768931,684.4499689291094
61,1,6.2,0.8591280091390767,560.4857853689463
62,1,6.3,0.8587471309140445,141.17415024701305
63,1,6.4,0.8587471309140445,141.17415024701305
64,1,6.5,0.8587471309140445,141.17415024701305
65,1,6.6,0.8587471309140445,141.17415024701305
66,1,6.7,0.8587471309140445,141.17415024701305
67,1,6.8,0.8587471309140445,141.17415024701305
68,1,6.9,0.8587471309140445,141.17415024701305
69,1,7.0,0.8587471309140445,141.17415024701305
70,1,7.1,0.8587471309140445,141.17415024701305
71,1,7.2,0.8587471309140445,141.17415024701305
72,1,7.3,0.8587471309140445,141.17415024701305
73,1,7.4,0.8587471309140445,141.17415024701305
74,1,7.5,0.8587471309140445,141.17415024701305
75,1,7.6,0.8587471309140445,141.17415024701305
76,1,7.7,0.8587471309140445,141.17415024701305
77,1,7.8,0.8587471309140445,141.17415024701305
78,1,7.9,0.8587471309140445,141.17415024701305
79,1,8.0,0.8587471309140445,141.17415024701305
80,1,8.1,0.8587471309140445,141.17415024701305
81,1,8.2,0.8587471309140445,141.17415024701305
82,1,8.3,0.8587471309140445,141.17415024701305
83,1,8.4,0.8587471309140445,141.17415024701305
84,1,8.5,0.8587471309140445,141.17415024701305
